artist,album,track,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,lyrics_body
Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,0.508,0.834,2,-6.205,1,0.0386,0.0,0.0732,0.774,139.131,"I got my first real six-string Bought it at the five and dime Played it 'til my fingers bled Was the summer of '69  Me and some guys from school Had a band and we tried real hard Jimmy quit and Jody got married I should've known we'd never get far  Oh, when I look back now That summer seemed to last forever And if I had the choice Yeah, I'd always wanna be there Those were the best days of my life  Ain't no use in complainin' When you got a job to do"
Selena Gomez & The Scene,When The Sun Goes Down,Love You Like A Love Song,0.858,0.678,1,-3.87,0,0.0469,0.0,0.0741,0.922,117.009,"It's been said and done Every beautiful thought's been already sung And I guess right now, here's another one So your melody will play on and on With the best of 'em  You are beautiful Like a dream come alive, incredible A centerfold, miracle, lyrical You saved my life again And I want you to know baby  I, I love you like a love song, baby I, I love you like a love song, baby I, I love you like a love song, baby And I keep hittin' repeat-peat-peat-peat-peat-peat (oh)  I, I love you like a love song, baby (oh) I, I love you like a love song, baby (oh) I, I love you like a love song, baby (oh)"
KISS,Dynasty,I Was Made For Lovin' You,0.768,0.852,4,-6.215,1,0.038,7.36e-05,0.0723,0.867,128.373,"Hmm, yeah Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do Tonight I want to give it all to you In the darkness There's so much I want to do And tonight I want to lay it at your feet 'Cause girl, I was made for you And girl, you were made for me ""I was made for lovin' you baby"" You were made for lovin' me And I can't get enough of you baby Can you get enough of me  Tonight I want to see it in your eyes Feel the magic There's something that drives me wild And tonight we're gonna make it all come true"
Macklemore & Ryan Lewis,The Heist,Can't Hold Us (feat. Ray Dalton),0.641,0.922,2,-4.457,1,0.0786,0.0,0.0862,0.847,146.078,"Ay, ay, ay Good to see you Come on in, let's go Yeah, let's go, hahaha Alright, alright, okay, uh Alright, okay, alright, okay  Return of the Mack Get 'em, what it is, what it does, what it is, what it isn't Lookin' for a better way to get up out of bed Instead of gettin' on the Internet and checkin' on who hit me, get up Thrift-shop, pimp strut walkin' Little bit of humble, little bit of cautious Somewhere between like Rocky and Cosby Sweater game, nope, nope, y'all can't copy, yup  Bad, moonwalkin', and this here is our party My posse's been on Broadway And we did it our way Grown music, I shed my skin and put my bones Into everything I record to it and yet I'm on  Let that stage light go and shine on down Got that Bob Barker suit game and Plinko in my style Money, stay on my craft and stick around for those pounds But I do that to pass the torch and put on for my town  Trust me, on my I-N-D-E-P-E-N-D-E-N-T shit, hustlin' Chasing dreams since I was 14, with the four-track bussin' Halfway cross that city with the back, pack, fat, cat, crushin' Labels out here, now, they can't tell me nothin' (Hey, hey, hey) We give that to the people, spread it across the country (Hey, hey, hey, oh) Labels out here, now, they can't tell me nothin' (Hey, hey, hey)"
Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,0.472,0.671,4,-4.649,1,0.029,0.0,0.159,0.0681,82.952,"I'm not a perfect person There's many things I wish I didn't do But I continue learning I never meant to do those things to you And so, I have to say before I go That I just want you to know  I've found a reason for me To change who I used to be A reason to start over new And the reason is you  I'm sorry that I hurt you It's something I must live with everyday"
Pitbull,Globalization,Time of Our Lives,0.721,0.802,1,-5.797,1,0.0583,0.0,0.694,0.724,124.022,"I knew my rent was gon' be late about a week ago I worked my ass off, but I still can't pay it though But I got just enough To get off in this club Have me a good time, before my time is up Hey, let's get it now  Ooh, I want the time of my life (Mr. Worldwide) Oh baby, ooh Give me the time of my life (Ne-yo) Eh, eh, eh (Let's get it) Let's get it now  This is the last $20 I got But I'ma have a good time ballin' or out Tell the bartender, line up some shots 'Cause I'ma get loose tonight  She's on fire, she's so hot I'm no liar, she burn up the spot Look like Mariah, I took another shot Told her drop, drop, drop, drop it like it's hot  Dirty talk, dirty dance She a freaky girl and I'm a freaky man She on the rebound, broke up with her ex And I'm like Rodman, ready on deck I told her, ""Wanna ride out?"", and she said yes We didn't go to church, but I got blessed  I knew my rent was gon' be late about a week ago I worked my ass off, but I still can't pay it though But I got just enough"
Backstreet Boys,Millennium,I Want It That Way,0.689,0.694,6,-5.83,0,0.027,0.0,0.148,0.482,99.039,Yeah  You are my fire The one desire Believe when I say I want it that way  But we are two worlds apart Can't reach to your heart When you say That I want it that way  Tell me why Ain't nothin' but a heartache Tell me why Ain't nothin' but a mistake Tell me why I never wanna hear you say I want it that way  Am I your fire?
Justin Bieber,Justice,Ghost,0.601,0.741,2,-5.569,1,0.0478,2.91e-05,0.415,0.441,153.96,"Young blood thinks there's always tomorrow  I miss your touch on nights when I'm hollow I know you crossed a bridge that I can't follow  Since the love that you left is all that I get, I want you to know that  If I can't be close to you, I'll settle for the ghost of you I miss you more than life (more than life) And if you can't be next to me, your memory is ecstasy"
blink-182,Enema Of The State,What's My Age Again?,0.391,0.951,6,-7.419,1,0.0692,0.000378,0.0878,0.468,157.66,"I took her out, it was a Friday night I wore cologne to get the feeling right We started making out And she took off my pants But then I turned on the TV  And that's about the time she walked away from me Nobody likes you when you're 23 And are still more amused by TV shows What the hell is ADD? My friends say I should act my age What's my age again? What's my age again? "
Kesha,Animal (Expanded Edition),TiK ToK,0.755,0.837,2,-2.718,0,0.142,0.0,0.289,0.714,120.028,"Wake up in the morning feelin' like P. Diddy (hey, what up, girl?) Grab my glasses, I'm out the door, I'm gonna hit this city (let's go) Before I leave, brush my teeth with a bottle of Jack 'Cause when I leave for the night, I ain't coming back  I'm talking pedicure on our toes, toes Trying on all our clothes, clothes Boys blowing up our phones, phones Drop-topping, playing our favorite CDs Pulling up to the parties Trying to get a little bit tipsy  Don't stop, make it pop, DJ, blow my speakers up Tonight, I'ma fight 'til we see the sunlight Tick tock on the clock, but the party don't stop, no Oh, woah, woah, oh, oh, woah, woah, oh  Don't stop, make it pop, DJ, blow my speakers up Tonight, I'ma fight 'til we see the sunlight Tick tock on the clock, but the party don't stop, no Oh, woah, woah, oh, oh, woah, woah, oh  Ain't got a care in the world, but got plenty of beer Ain't got no money in my pocket, but I'm already here"
Flo Rida,Mail on Sunday,Low (feat. T-Pain),0.918,0.609,10,-5.64,0,0.0791,0.0,0.139,0.304,128.008,"Mm-mm-mm-mm Let me talk to 'em Let me talk to 'em Let it rain, mm-mm-mm Let me talk to 'em C'mon  Shawty had them apple bottom jeans (jeans) Boots with the fur (with the fur) The whole club was lookin' at her She hit the floor (she hit the floor) Next thing you know Shawty got low, low, low, low, low, low, low, low  Them baggy sweat pants and the Reeboks with the straps (with the straps) She turned around and gave that big booty a slap (hey) She hit the floor (she hit the floor) Next thing you know Shawty got low, low, low, low, low, low, low, low  Hey, I ain't never seen nothin' that'll make me go This crazy all night, spending my dough Had the million dollar vibe and a body to go Them birthday cakes, they stole the show So sexual She was flexible, professional Drinkin' X and O Hold up wait a minute, do I see what I think I-, whoa  Did her thing, I seen shawty get low Ain't the same when it's up that close Make it rain, I'm makin' it snow Work the pole, I got the bankroll I'ma say that I prefer the no clothes I'm into that, I love women exposed She threw it back at me, I gave her more Cash ain't a problem, I know where it go"
MAGIC!,Don't Kill the Magic,Rude,0.773,0.758,1,-4.993,1,0.0381,0.0,0.305,0.925,144.033,"Saturday morning, jumped out of bed And put on my best suit Got in my car, raced like a jet All the way to you Knocked on your door with heart in my hand To ask you a question 'Cause I know that you're an old-fashioned man Yeah (yeah)  Can I have your daughter for the rest of my life? Say yes, say yes, 'cause I need to know You say I'll never get your blessing 'til the day I die ""Tough luck, my friend, but the answer is no!""  Why you gotta be so rude? Don't you know I'm human too? Why you gotta be so rude? I'm gonna marry her anyway (Marry that girl) marry her anyway (Marry that girl) yeah, no matter what you say (Marry that girl) and we'll be a family"
"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,0.697,0.832,9,-7.264,1,0.0298,0.00131,0.269,0.979,125.926,"Do you remember The 21st night of September? Love was changin' the minds of pretenders While chasin' the clouds away Our hearts were ringin' In the key that our souls were singin' As we danced in the night, remember How the stars stole the night away, oh, yeah yeah yeah  Hey, hey, hey! Ba-dee ya, say, do you remember? Ba-dee ya, dancin' in September Ba-dee ya, never was a cloudy day  Ba duda, ba duda, ba duda, badu Ba duda, badu, ba duda, badu Ba duda, badu, ba duda "
George Michael,Ladies And Gentlemen... The Best Of George Michael,Careless Whisper,0.574,0.628,2,-8.815,0,0.036,0.0,0.271,0.803,153.119,"Oh-oh, oh-oh-oh  I feel so unsure As I take your hand and lead you to the dance floor As the music dies, something in your eyes Calls to mind a silver screen and all its sad goodbyes  I'm never gonna dance again Guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool  I should've known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you, oh-oh  Time can never mend The careless whispers of a good friend"
Nickelback,Silver Side Up,How You Remind Me,0.446,0.764,10,-5.042,1,0.033,0.0,0.099,0.543,172.094,"Never made it as a wise man I couldn't cut it as a poor man stealing Tired of living like a blind man I'm sick of sight without a sense of feeling  And this is how you remind me  This is how you remind me Of what I really am This is how you remind me Of what I really am  It's not like you to say ""Sorry"" I was waiting on a different story This time, I'm mistaken For handing you a heart worth breaking  And I've been wrong, I've been down Been to the bottom of every bottle These five words in my head Scream, ""Are we having fun yet?""  Yeah, yeah, yeah, no, no Yeah, yeah, yeah, no, no  It's not like you didn't know that"
Avril Lavigne,Let Go,Sk8er Boi,0.487,0.9,0,-4.417,1,0.0482,0.0,0.358,0.484,149.937,"He was a boy, she was a girl Can I make it any more obvious? He was a punk, she did ballet What more can I say?  He wanted her She'd never tell secretly she wanted him as well But all of her friends stuck up their nose They had a problem with his baggy clothes  He was a skater boy She said see you later boy He wasn't good enough for her She had a pretty face but her head was up in space She needed to come back down to earth  Five years from now She sits at home Feeding the baby she's all alone She turns on TV Guess who she sees Skater boy rockin' up MTV "
Don Omar,Meet The Orphans,Danza Kuduro,0.4,0.915,0,-4.89,1,0.28,0.0,0.0503,0.878,88.917,"A&X El Orfanato ¡Danza Kuduro! ¡Plop, plop, plop, plop, plop, plop, plop! ¡Lucenzo! (El Orfanato) ¡El Rey!  La mano arriba Cintura sola Da media vuelta Danza Kuduro No te canse' ahora Que esto solo empieza Mueve la cabeza Danza Kuduro  La mano arriba Cintura sola Da media vuelta Danza Kuduro No te canse' ahora Que esto solo empieza Mueve la cabeza Danza Kuduro  ¿Quién puede domar la fuerza del mal que se mete por tus venas? (¡Don!) Lo caliente del sol que se te metió y no te deja quieta, nena (¡toma, toma!) ¿Quién puede parar eso que, al bailar, descontrola tus caderas? (sexy) Y ese fuego que quema por dentro y lento te convierte en fiera (¡ajá!)  Con la mano arriba Cintura sola Da media vuelta Y sacude duro No te quite' ahora"
Wham!,Make It Big,Wake Me Up Before You Go-Go,0.62,0.573,0,-11.893,1,0.0423,0.0,0.0607,0.897,81.548,"Jitterbug Jitterbug Jitterbug Jitterbug  You put the boom-boom into my heart (ooh-ooh) You send my soul sky-high When your lovin' starts Jitterbug into my brain (yeah-yeah) Goes a bang-bang-bang 'Til my feet do the same  But something's bugging me Something ain't right My best friend told me What you did last night You left me sleeping in my bed I was dreaming But I should've been with you instead  Wake me up before you go-go Don't leave me hanging on like a yo-yo Wake me up before you go-go I don't wanna miss it when you hit that high Wake me up before you go-go 'Cause I'm not planning on going solo Wake me up before you go-go, ah"
Rick Astley,Whenever You Need Somebody,Never Gonna Give You Up,0.721,0.939,8,-11.823,1,0.0376,3.79e-05,0.108,0.914,113.309,"We're no strangers to love You know the rules and so do I (do I) A full commitment's what I'm thinking of You wouldn't get this from any other guy  I just wanna tell you how I'm feeling Gotta make you understand  Never gonna give you up Never gonna let you down Never gonna run around and desert you Never gonna make you cry Never gonna say goodbye Never gonna tell a lie and hurt you  We've known each other for so long Your heart's been aching, but you're too shy to say it (say it) Inside, we both know what's been going on (going on) We know the game and we're gonna play it  And if you ask me how I'm feeling Don't tell me you're too blind to see "
Katrina & The Waves,Katrina & The Waves,Walking On Sunshine,0.596,0.869,10,-11.97,1,0.037,0.173,0.0678,0.944,109.902,"I used to think maybe you loved me now baby I'm sure And I just can't wait till the day when you knock on my door Now every time I go for the mailbox, gotta hold myself down 'Cause I just can't wait 'til you write me you're coming around I'm walking on sunshine (Wow!) I'm walking on sunshine (Wow!) I'm walking on sunshine (Wow!) And don't it feel good Hey, alright now And don't it feel good, hey  I used to think maybe you loved me, now I know that it's true And I don't want to spend my whole life, just waiting to for you Now I don't want you back for the weekend Not back for a day, no no no"
Plain White T's,All That We Needed,Hey There Delilah,0.656,0.291,2,-10.572,1,0.0293,0.0,0.114,0.298,103.971,"Hey there Delilah, what's it like in New York City? I'm a thousand miles away, but girl, tonight you look so pretty, yes, you do Times Square can't shine as bright as you, I swear it's true  Hey there Delilah, don't you worry about the distance I'm right there if you get lonely Give this song another listen, close your eyes Listen to my voice, it's my disguise, I'm by your side  Oh, it's what you do to me Oh, it's what you do to me Oh, it's what you do to me Oh, it's what you do to me, what you do to me  Hey there Delilah, I know times are getting hard But just believe me, girl, someday I'll pay the bills with this guitar We'll have it good We'll have the life we knew we would, my word is good"
Smash Mouth,Astro Lounge,All Star,0.731,0.867,11,-5.881,1,0.032,0.0,0.0861,0.776,104.019,"Somebody once told me The world is gonna roll me I ain't the sharpest tool in the shed She was looking kind of dumb With her finger and her thumb In the shape of an ""L"" on her forehead  Well, the years start coming And they don't stop coming Fed to the rules and I hit the ground running Didn't make sense not to live for fun Your brain gets smart, but your head gets dumb  So much to do, so much to see So what's wrong with taking the back streets? You'll never know if you don't go You'll never shine if you don't glow  Hey now, you're an all star Get your game on, go play Hey now, you're a rock star Get the show on, get paid And all that glitters is gold Only shooting stars break the mold  It's a cool place and they say it gets colder You're bundled up now, wait 'til you get older"
Owl City,Ocean Eyes,Fireflies,0.512,0.662,3,-6.797,1,0.0439,0.0,0.118,0.472,180.114,You would not believe your eyes If ten million fireflies Lit up the world as I fell asleep  'Cause they fill the open air And leave teardrops everywhere You'd think me rude but I would just stand and stare  I'd like to make myself believe That planet Earth turns slowly It's hard to say that I'd rather stay awake when I'm asleep 'Cause everything is never as it seems  'Cause I'd get a thousand hugs From ten thousand lightning bugs As they tried to teach me how to dance  A foxtrot above my head A sock hop beneath my bed
Van Halen,1984 (Remastered),Jump - 2015 Remaster,0.572,0.835,0,-6.219,1,0.0317,0.000377,0.0702,0.795,129.981,"I get up, and nothin' gets me down You got it tough, I've seen the toughest around And I know, baby, just how you feel You got to roll with the punches and get to what's real  Ah, can't you see me standin' here? I got my back against the record machine I ain't the worst that you've seen Ah, can't you see what I mean?  Might as well jump Jump! Might as well jump Go ahead and jump Jump! Go ahead and jump"
Sixpence None The Richer,Sixpence None the Richer,Kiss Me,0.526,0.749,3,-6.964,1,0.0283,1.76e-06,0.0692,0.421,99.982,"Kiss me Out of the bearded barley Nightly Beside the green, green grass Swing, swing Swing the spinning step You wear those shoes And I will wear that dress  Oh, oh Kiss me Beneath the milky twilight Lead me Out on the moonlit floor Lift your open hand Strike up the band And make the fireflies dance Silver moon's sparkling"
Counting Crows,August And Everything After,Mr. Jones,0.578,0.817,0,-6.542,1,0.0363,3.06e-06,0.285,0.726,141.621,"Sha, la, la, la, la, la, la Mmm Uh huh  I was down at the New Amsterdam Staring at this yellow-haired girl Mr Jones strikes up a conversation With a black-haired flamenco dancer You know, she dances while his father plays guitar She's suddenly beautiful We all want something beautiful Man, I wish I was beautiful  So come dance the silence down through the morning Sha la, la, la, la, la, la, la Yeah Uh huh Yeah  Cut up, Maria! Show me some of that Spanish dancin' Pass me a bottle, Mr Jones Believe in me Help me believe in anything 'Cause I want to be someone who believes Yeah  Mr Jones and me Tell each other fairy tales And we stare at the beautiful women"
t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),All The Things She Said,0.603,0.834,5,-5.766,0,0.0417,0.00609,0.105,0.376,89.957,"All the things she said All the things she said Runnin' through my head Runnin' through my head Runnin' through my head  All the things she said All the things she said Runnin' through my head Runnin' through my head All the things she said This is not enough  I'm in serious shit, I feel totally lost If I'm asking for help, it's only because Being with you has opened my eyes Could I ever believe such a perfect surprise?  I keep asking myself, wondering how I keep closing my eyes, but I can't block you out Wanna fly to a place where it's just you and me Nobody else, so we can be free (Nobody else, so we can be free)  All the things she said All the things she said Runnin' through my head Runnin' through my head Runnin' through my head  All the things she said All the things she said Runnin' through my head Runnin' through my head All the things she said This is not enough (я сошла с ума, ма) (This is not enough)"
Sean Kingston,Beautiful Girls,Beautiful Girls,0.762,0.661,1,-6.075,0,0.0687,0.0,0.256,0.769,130.009,"J.R, Sean Kingston  You're way too beautiful, girl That's why it'll never work You have me suicidal, suicidal When you say it's over  Damn, all these beautiful girls They only wanna do you dirt They'll have you suicidal, suicidal When they say it's over  See, it started at the park, used to chill after dark Oh, when you took my heart, that's when we fell apart 'Cause we both thought that love last forever (last forever) They say we're too young to get ourselves sprung Oh, we didn't care, we made it very clear And they also said that we couldn't last together (last together)  See, it's very defined, you're one of a kind But you mash up my mind, you haffi get declined"
Toploader,Onka's Big Moka,Dancing in the Moonlight,0.632,0.856,10,-3.463,1,0.0348,0.0,0.347,0.867,119.397,"We get it almost every night When that moon is big and bright It's a supernatural delight! Everybody's dancing in the moonlight  Everybody here is out of sight They don't bark and they don't fight They keep things loose they keep it tight Everybody's dancing in the moonlight  Dancing in the moonlight Everybody's feeling warm and bright It's such a fine and natural sight Everybody's dancing in the moonlight  We like our fun and we never fight You can't dance and stay uptight, It's a supernatural delight Everybody was dancing in the moonlight"
Europe,The Final Countdown (Expanded Edition),The Final Countdown,0.529,0.843,6,-6.908,0,0.0616,0.000827,0.0608,0.188,117.662,"We're leaving together But still it's farewell And maybe we'll come back To Earth, who can tell?  I guess there is no one to blame We're leaving ground (leaving ground) Will things ever be the same again?  It's the final countdown  The final countdown  Oh-oh, we're heading for Venus"
Neil Diamond,Sweet Caroline,Sweet Caroline,0.529,0.127,11,-16.066,1,0.0274,0.000109,0.237,0.578,63.05,"Where it began I can't begin to know when But then I know it's growin' strong Was in the spring And spring became the summer Who'd have believe you'd come along?  Hands Touchin' hands Reachin' out Touching me, touchin' you  Sweet Caroline"
Zac Brown Band,The Foundation,Chicken Fried,0.566,0.713,6,-4.25,1,0.0418,0.0,0.114,0.805,169.861,You know I like my chicken fried A cold beer on a Friday night A pair of jeans that fit just right And the radio u-up  Well I was raised up beneath the shade of a Georgia pine And that's home you know Sweet tea pecan pie and homemade wine Where the peaches grow And my house it's not much to talk about But it's filled with love that's grown in southern ground And a little bit of chicken fried  Cold beer on a Friday night A pair of jeans that fit just right And the radio up Well I've seen the sunrise See the love in my woman's eyes Feel the touch of a precious child  And know a mother's love
Vanessa Carlton,Be Not Nobody,A Thousand Miles,0.56,0.825,11,-3.862,1,0.0379,0.0,0.161,0.268,94.931,"Making my way downtown Walking fast, faces pass and I'm homebound  Staring blankly ahead Just making my way Making a way through the crowd  And I need you And I miss you And now I wonder  If I could fall into the sky Do you think time would pass me by? 'Cause you know I'd walk a thousand miles If I could just see you tonight  It's always times like these when I think of you And wonder if you ever think of me"
Miley Cyrus,Bangerz (Deluxe Version),Wrecking Ball,0.53,0.422,5,-6.262,1,0.0342,0.0,0.107,0.349,119.964,"We clawed, we chained our hearts in vain We jumped, never asking why We kissed, I fell under your spell A love no one could deny  Don't you ever say I just walked away I will always want you I can't live a lie, running for my life I will always want you  I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me Yeah, you, you wreck me  I put you high up in the sky And now, you're not coming down It slowly turned, you let me burn And now, we're ashes on the ground"
Phil Collins,"Hello, I Must Be Going! (Deluxe Edition)",You Can't Hurry Love - 2016 Remaster,0.62,0.936,7,-4.593,1,0.0308,0.0,0.0679,0.763,97.527,"I need love, love Ooh, to ease my mind And I need to find time Someone to call mine My mama said  You can't hurry love No, you'll just have to wait She said love don't come easy But it's a game of give and take  You can't hurry love No, you'll just have to wait Just trust in a good time No matter how long it takes  Oh how many heartaches must I stand Before I find new love to let me live again Right now, the only thing that keeps me hangin' on When I feel my strength, ooh, it's almost gone I remember mama said  You can't hurry love No, you'll just have to wait"
Natasha Bedingfield,Unwritten,Unwritten,0.706,0.8,5,-6.333,1,0.0399,0.0,0.0822,0.629,100.011,"I am unwritten Can't read my mind, I'm undefined I'm just beginning The pen's in my hand, ending unplanned  Staring at the blank page before you Open up the dirty window Let the sun illuminate the words that you cannot find Reaching for something in the distance So close you can almost taste it Release your inhibitions  Feel the rain on your skin No one else can feel it for you Only you can let it in No one else, no one else Can speak the words on your lips Drench yourself in words unspoken Live your life with arms wide open Today is where your book begins The rest is still unwritten, yeah Oh, oh  I break tradition Sometimes my tries, are outside the lines yeah, yeah We've been conditioned to not make mistakes But I can't live that way oh, oh "
Eiffel 65,Europop,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,0.822,0.969,7,-11.471,0,0.0582,0.000153,0.39,0.765,128.007,"Yo, listen up here's a story About a little guy that lives in a blue world And all day and all night and everything he sees is just blue Like him inside and outside  Blue his house with a blue little window And a blue Corvette and everything is blue for him And himself and everybody around 'Cause he ain't got nobody to listen (to listen, to listen, to listen)  I'm blue, da-ba-dee-da-ba-di Da-ba-dee-da-ba-di, da-ba-dee-da-ba-di Da-ba-dee-da-ba-di, da-ba-dee-da-ba-di Da-ba-dee-da-ba-di, da-ba-dee-da-ba-di  I'm blue, da-ba-dee-da-ba-di Da-ba-dee-da-ba-di, da-ba-dee-da-ba-di Da-ba-dee-da-ba-di, da-ba-dee-da-ba-di Da-ba-dee-da-ba-di, da-ba-dee-da-ba-di  I have a blue house with a blue window Blue is the colour of all that I wear Blue are the streets and all the trees are too I have a girlfriend and she is so blue "
Lou Bega,A Little Bit of Mambo,Mambo No. 5 (a Little Bit of...),0.622,0.807,5,-6.752,0,0.408,0.0,0.306,0.892,174.06,"Ladies and gentlemen, this is mambo number five  One, two, three, four, give everybody in the car So come on, let's ride to the liquor store around the corner The boys say they want some gin and juice But I really don't wanna beer bust like I had last week I must stay deep because talk is cheap I like Angela, Pamela, Sandra and Rita And as I continue, you know they are getting sweeter So what can I do, I really beg you my Lord To me is flirting it's just like sport, anything fly It's all good, let me dump it please set in the trumpet  A little bit of Monica in my life, a little bit of Erica by my side A little bit of Rita is all I need, a little bit of Tina is what I see A little bit of Sandra in the sun, a little bit of Mary all night long"
James Blunt,Back to Bedlam,You're Beautiful,0.675,0.479,0,-9.87,0,0.0278,1.76e-05,0.088,0.454,81.998,"My life is brilliant  My life is brilliant, my love is pure I saw an angel, of that I'm sure She smiled to me on the subway She was with another man But I won't lose no sleep on that 'Cause I've got a plan  You're beautiful, you're beautiful You're beautiful, it's true"
Starship,Knee Deep In The Hoopla,We Built This City,0.661,0.908,5,-4.897,1,0.039,0.0,0.0708,0.656,144.091,"We built this city We built this city on rock and roll Built this city We built this city on rock and roll Hoooo Say you don't know me or recognize my face Say you don't care who goes to that kind of place Knee deep in the hoopla, sinking in your fight We got too many runaways eating up the night Marconi plays the mambo, listen to the radio Don't you remember? We built this city We built this city on rock and roll We built this city We built this city on rock and roll Built this city We built this city on rock and roll Someone's always playing corporation games Who cares, they're always changing corporation names We just want to dance here, someone stole the stage"
Alien Ant Farm,Anthology,Smooth Criminal,0.653,0.964,9,-4.261,0,0.0582,0.00512,0.144,0.87,126.928,"As he came into the window Was a sound of a crescendo He came into her apartment He left the bloodstains on the carpet She was sitting at the table He could see she was unable So she ran into the bedroom She was struck down It was her doom  Annie, are you OK? Are you OK? Are you OK, Annie? Annie, are you OK? You OK? Are you OK, Annie? Annie, are you OK? You OK? You OK, Annie? Annie, are you OK? You OK?  Are you OK, Annie?  Annie, are you OK? Will you tell us that you're OK? There's a sign at the window That he struck you A crescendo, Annie He came into your apartment He left the bloodstains on the carpet And then you ran into the bedroom  You were struck down It was your doom  Annie, are you OK? You OK?"
Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Danger Zone - From ""Top Gun"" Original Soundtrack",0.544,0.897,3,-6.056,0,0.0471,0.0,0.13,0.647,157.17,Revvin' up your engine Listen to her howlin' roar Metal under tension Beggin' you to touch and go  Highway to the Danger Zone Ride into the Danger Zone  Headin' into twilight Spreadin' out her wings tonight She got you jumpin' off the deck Shovin' into overdrive  Highway to the Danger Zone
Daryl Hall & John Oates,H2O,Maneater,0.724,0.498,11,-13.083,0,0.0423,8.56e-05,0.0761,0.823,88.825,"She'll only come out at night The lean and hungry type Nothing is new, I've seen her here before Watching and waiting Ooh, she's sittin' with you but her eyes are on the door  So many have paid to see What you think you're gettin' for free The woman is wild, a she-cat tamed by the purr of a jaguar Money's the matter If you're in it for love, you ain't gonna get too far  Oh oh, here she comes Watch out boy she'll chew you up Oh oh, here she comes She's a maneater  Oh oh, here she comes Watch out boy she'll chew you up Oh oh, here she comes She's a maneater "
Aqua,Aquarium (Special Edition),Barbie Girl,0.812,0.879,1,-10.998,0,0.0397,0.224,0.366,0.962,129.991,"""Hiya, Barbie!"" ""Hi, Ken!"" ""Wanna go for a ride?"" ""Sure, Ken!"" ""Jump in!""  I'm a Barbie girl in a Barbie world Life in plastic, it's fantastic You can brush my hair, undress me everywhere Imagination, life is your creation Come on Barbie, let's go party  I'm a Barbie girl in a Barbie world Life in plastic, it's fantastic You can brush my hair, undress me everywhere Imagination, life is your creation  I'm a blonde bimbo girl In a fantasy world Dress me up, make it tight I'm your dolly You're my doll, rock and roll Feel the glamour in pink Kiss me here, touch me there Hanky panky  You can touch, you can play If you say, ""I'm always yours"" Ooh whoa "
Survivor,Eye Of The Tiger,Eye of the Tiger,0.815,0.438,0,-14.522,0,0.0346,0.000466,0.0787,0.552,108.965,"Rising up, back on the street Did my time, took my chances Went the distance, now I'm back on my feet Just a man and his will to survive So many times it happens too fast You trade your passion for glory Don't lose your grip on the dreams of the past You must fight just to keep them alive  It's the eye of the tiger It's the thrill of the fight Rising up to the challenge of our rival And the last known survivor Stalks his prey in the night And he's watching us all with the eye of the tiger "
Mark Morrison,Return of the Mack,Return of the Mack,0.715,0.833,2,-5.379,1,0.108,0.0,0.164,0.612,95.487,"Oh, come on, oh, yeah  Well I tried to tell you so (yes, I did) But I guess you didn't know, as I said the story goes Baby, now I got the flow 'Cause I knew it from the start Baby, when you broke my heart That I had to come again, and show you that I'm real  (You lied to me) All those times I said that I love you (You lied to me) Yes, I tried, yes, I tried (You lied to me) Even though you know I'd die for you (You lied to me) Yes, I cried, yes, I cried  (Return of the Mack) It is (Return of the Mack) Come on (Return of the Mack) Oh my God (You know that I'll be back) Here I am (Return of the Mack) Once again (Return of the Mack) Pump up the world (Return of the Mack) Watch my flow (You know that I'll be back) Here I go  So I'm back up in the game"
Black Eyed Peas,Elephunk,Where Is The Love?,0.834,0.699,5,-3.222,1,0.178,0.0,0.131,0.809,94.086,"What's wrong with the world, mama? People livin' like they ain't got no mamas I think the whole world's addicted to the drama Only attracted to things that'll bring you trauma  Overseas, yeah, we tryna stop terrorism But we still got terrorists here livin' In the USA, the big CIA The Bloods and The Crips and the KKK  But if you only have love for your own race Then you only leave space to discriminate And to discriminate only generates hate And when you hate, then you're bound to get irate, yeah  Madness is what you demonstrate And that's exactly how anger works and operates Man, you gotta have love just to set it straight Take control of your mind and meditate Let your soul gravitate to the love, y'all, y'all  People killin', people dyin' Children hurt, hear them cryin' Can you practice what you preach Or would you turn the other cheek?  Father, Father, Father, help us Send some guidance from above 'Cause people got me, got me questionin' Where is the love (love)  Where is the love? (The love) Where is the love? (The love) Where is the love, the love, the love?  It just ain't the same, old ways have changed New days are strange, is the world insane? If love and peace are so strong"
